1503960366,2016-05-12,0,0,1440,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1624580081,2016-05-12,2971,1.92999994754791,890,1002,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1844505072,2016-05-12,0,0,711,665,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1927972279,2016-05-12,0,0,966,1383,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022484408,2016-05-12,9117,6.40999984741211,728,1853,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2026352035,2016-05-12,8891,5.51000022888184,330,1364,2026352035,2016-05-12,1,456,485,7.59999990463257,8.07999992370605,1,456,485,7.59999990463257,8.07999992370605
2320127002,2016-05-12,2661,1.78999996185303,830,1125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2873212765,2016-05-12,7566,5.1100001335144,720,1431,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4020332650,2016-05-12,590,0.419999986886978,721,1120,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4319703577,2016-05-12,17,0.00999999977648258,0,257,4319703577,2016-05-12,1,302,321,5.03000020980835,5.34999990463257,1,302,321,5.03000020980835,5.34999990463257
4388161847,2016-05-12,3369,2.58999991416931,825,1623,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4445114986,2016-05-12,768,0.519999980926514,380,1212,4445114986,2016-05-12,1,483,501,8.05000019073486,8.35000038146973,1,483,501,8.05000019073486,8.35000038146973
4558609924,2016-05-12,6307,4.17000007629395,736,1452,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4702921684,2016-05-12,2752,2.23000001907349,241,1240,4702921684,2016-05-12,1,404,442,6.73000001907349,7.36999988555908,1,404,442,6.73000001907349,7.36999988555908
5553957443,2016-05-12,3121,2.03999996185303,222,741,5553957443,2016-05-12,1,438,475,7.30000019073486,7.92000007629395,1,438,475,7.30000019073486,7.92000007629395
6962181067,2016-05-12,3587,2.36999988555908,127,928,6962181067,2016-05-12,1,516,535,8.60000038146973,8.92000007629395,1,516,535,8.60000038146973,8.92000007629395
7086361926,2016-05-12,3789,2.55999994277954,343,1199,7086361926,2016-05-12,1,444,457,7.40000009536743,7.61999988555908,1,444,457,7.40000009536743,7.61999988555908
8053475328,2016-05-12,4998,3.91000008583069,839,1505,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8378563200,2016-05-12,4561,3.61999988555908,433,1976,8378563200,2016-05-12,1,496,546,8.27000045776367,9.10000038146973,1,496,546,8.27000045776367,9.10000038146973
8583815059,2016-05-12,0,0,1440,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8877689391,2016-05-12,8064,6.11999988555908,770,1849,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1503960366,2016-05-11,12770,8.13000011444092,669,1783,1503960366,2016-05-11,1,285,306,4.75,5.09999990463257,1,285,306,4.75,5.09999990463257
1624580081,2016-05-11,3134,2.03999996185303,1328,1359,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1644430081,2016-05-11,1329,0.970000028610229,713,1276,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1844505072,2016-05-11,0,0,1440,1347,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1927972279,2016-05-11,0,0,1440,2063,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022484408,2016-05-11,13272,9.31999969482422,1133,2544,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2026352035,2016-05-11,8580,5.32000017166138,569,1698,2026352035,2016-05-11,1,523,553,8.72000026702881,9.22000026702881,1,523,553,8.72000026702881,9.22000026702881
